,_id,banderaDescripcion,banderaId,comercioId,comercioRazonSocial,direccion,id,lat,lng,localidad,provincia,sucursalId,sucursalNombre,sucursalTipo,geometry
169,5cbc698b7af152186c0cd1e8,Express,3,10,INC S.A.,Campana 3050,10-3-309,-34.602612,-58.49646,villa del parque,AR-C,309,Campana 3050,Autoservicio,POINT (-58.49646 -34.602612)
170,5cbc698b7af152186c0cd1e9,Supermercados DIA,1,15,DIA Argentina S.A,Av  Triunvirato 3217,15-1-420,-34.583693,-58.4675266,villa ortuzar,AR-C,420,420 - Villa Ortuzar,Autoservicio,POINT (-58.4675266 -34.583693)
171,5cbc698b7af152186c0cd1ea,Express,3,10,INC S.A.,Teodoro García 2310,10-3-559,-34.568295,-58.444457,palermo,AR-C,559,Teodoro García 2310,Autoservicio,POINT (-58.444457 -34.568295)
172,5cbc698b7af152186c0cd1eb,Express,3,10,INC S.A.,Conesa 999,10-3-659,-34.573102,-58.451281,colegiales,AR-C,659,Conesa 999,Autoservicio,POINT (-58.451281 -34.573102)
173,5cbc698b7af152186c0cd1ec,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Av. Lope De Vega 2503,12-1-35,-34.618273,-58.519287,Villa Devoto,AR-C,35,LOPEZ DE VEGA ,Supermercado,POINT (-58.519287 -34.618273)
174,5cbc698b7af152186c0cd1ed,Jumbo,3,9,Jumbo Retail Argentina S.A.,Estomba Juan Ramon 838,9-3-5259,-34.5847,-58.4685,villa ortuzar,AR-C,5259,Jumbo Tronador,Hipermercado,POINT (-58.4685 -34.5847)
175,5cbc698b7af152186c0cd1ee,Supermercados DIA,1,15,DIA Argentina S.A,Av Federico Lacroze 2178,15-1-428,-34.56768,-58.4428269,palermo,AR-C,428,428 - Palermo,Autoservicio,POINT (-58.4428269 -34.56768)
176,5cbc698b7af152186c0cd1ef,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Teodoro García 2419,12-1-176,-34.5698358,-58.4459054,colegiales,AR-C,176, TEODORO GARCIA ,Supermercado,POINT (-58.4459054 -34.5698358)
177,5cbc698b7af152186c0cd1f0,Axion Energy,1,23,Pan American Energy LLC Argentina,Av. Cabildo 695,23-1-6216,-34.5702,-58.4459,colegiales,AR-C,6216,Cabildo,Autoservicio,POINT (-58.4459 -34.5702)
178,5cbc698b7af152186c0cd1f1,Express,3,10,INC S.A.,Sanabria 2733,10-3-597,-34.611069,-58.506326,villa devoto,AR-C,597,Sanabria 2733,Autoservicio,POINT (-58.506326 -34.611069)
179,5cbc698b7af152186c0cd1f2,Disco,2,9,Jumbo Retail Argentina S.A.,Gorostiaga Jose Benjamin. 1636,9-2-916,-34.5655,-58.4368,palermo,AR-C,916,SM 916 Gorostiaga,Supermercado,POINT (-58.4368 -34.5655)
180,5cbc698b7af152186c0cd1f3,Supermercados DIA,1,15,DIA Argentina S.A,Nogoya 5089,15-1-529,-34.62522,-58.526701,villa real,AR-C,529,529 - Villa Real,Autoservicio,POINT (-58.526701 -34.62522)
181,5cbc698b7af152186c0cd1f4,Supermercados DIA,1,15,DIA Argentina S.A,Cap. Gral. Ramon Freire 954,15-1-459,-34.575674,-58.4519034,colegiales,AR-C,459,459 - Colegiales,Autoservicio,POINT (-58.4519034 -34.575674)
182,5cbc698b7af152186c0cd1f5,Express,3,10,INC S.A.,Av. San Martín 4685,10-3-588,-34.597497,-58.484575,agronomia,AR-C,588,Av. San Martín 4685,Autoservicio,POINT (-58.484575 -34.597497)
183,5cbc698b7af152186c0cd1f6,Supermercados DIA,1,15,DIA Argentina S.A,Nogoya 3527,15-1-5287,-34.605713,-58.496709,villa del parque,AR-C,5287,5287 - Villa Del Parque,Autoservicio,POINT (-58.496709 -34.605713)
184,5cbc698b7af152186c0cd1f7,Express,3,10,INC S.A.,Nogoyá 3644,10-3-664,-34.606446,-58.497733,villa del parque,AR-C,664,Nogoyá 3644,Autoservicio,POINT (-58.497733 -34.606446)
185,5cbc698b7af152186c0cd1f8,Express,3,10,INC S.A.,Av. Federico Lacroze 2566,10-3-337,-34.572189,-58.446058,colegiales,AR-C,337,Lacroze 2566,Autoservicio,POINT (-58.446058 -34.572189)
186,5cbc698b7af152186c0cd1f9,Supermercados DIA,1,15,DIA Argentina S.A,Cl Nogoya 3235,15-1-34,-34.6040932,-58.4939129,villa del parque,AR-C,34,34 - Villa Del Parque,Autoservicio,POINT (-58.4939129 -34.6040932)
187,5cbc698b7af152186c0cd1fa,Supermercados DIA,1,15,DIA Argentina S.A,Av Federico Lacroze 2842,15-1-228,-34.5741284,-58.4473267,colegiales,AR-C,228,228 - Colegiales,Autoservicio,POINT (-58.4473267 -34.5741284)
188,5cbc698b7af152186c0cd1fb,Market,2,10,INC S.A.,Av. Nazca 2951,10-2-237,-34.602094,-58.489299,villa del parque,AR-C,237,Villa del Parque,Supermercado,POINT (-58.489299 -34.602094)
189,5cbc698b7af152186c0cd1fc,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Maure 1725,12-1-66,-34.5668975,-58.4361596,Belgrano,AR-C,66,MAURE ,Hipermercado,POINT (-58.4361596 -34.5668975)
190,5cbc698b7af152186c0cd1fd,Supermercados DIA,1,15,DIA Argentina S.A,Lope De Vega 2159,15-1-5238,-34.6205421,-58.5165333,monte castro,AR-C,5238,5238 - Monte Castro,Autoservicio,POINT (-58.5165333 -34.6205421)
191,5cbc698b7af152186c0cd1fe,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Av. Cabildo 545,12-1-45,-34.5713409,-58.4420995,Belgrano,AR-C,45,CABILDO ,Hipermercado,POINT (-58.4420995 -34.5713409)
192,5cbc698b7af152186c0cd1ff,Supermercados DIA,1,15,DIA Argentina S.A,Av Alvarez Thomas 849,15-1-350,-34.5794505,-58.4541889,colegiales,AR-C,350,350 - Colegiales,Autoservicio,POINT (-58.4541889 -34.5794505)
193,5cbc698b7af152186c0cd200,Supermercados DIA,1,15,DIA Argentina S.A,Cl Migueletes 752,15-1-286,-34.5667734,-58.4335617,palermo,AR-C,286,286 - Palermo,Autoservicio,POINT (-58.4335617 -34.5667734)
194,5cbc698b7af152186c0cd201,Express,3,10,INC S.A.,Av. Segurola 2344 2344,10-3-314,-34.614787,-58.505674,monte castro,AR-C,314,Segurola 2344,Autoservicio,POINT (-58.505674 -34.614787)
195,5cbc698b7af152186c0cd202,Market,2,10,INC S.A.,Av. Federico Lacroze 3117,10-2-519,-34.577279,-58.449064,colegiales,AR-C,519,Conde,Supermercado,POINT (-58.449064 -34.577279)
196,5cbc698b7af152186c0cd203,Supermercados DIA,1,15,DIA Argentina S.A,Lacroze 3178,15-1-5241,-34.5777581,-58.4492594,colegiales,AR-C,5241,5241 - Colegiales,Autoservicio,POINT (-58.4492594 -34.5777581)
197,5cbc698b7af152186c0cd204,Express,3,10,INC S.A.,Av. Del Libertador 4534,10-3-609,-34.566538,-58.431944,palermo,AR-C,609,Av. del Libertador 4534,Autoservicio,POINT (-58.431944 -34.566538)
198,5cbc698b7af152186c0cd205,Express,3,10,INC S.A.,Arce 728,10-3-251,-34.568675999999996,-58.434871,palermo,AR-C,251,Arce 728,Supermercado,POINT (-58.434871 -34.568676)
199,5cbc698b7af152186c0cd206,Supermercados DIA,1,15,DIA Argentina S.A,Av  Cabildo 360,15-1-1092,-34.5723643,-58.4403118,palermo,AR-C,1092,1092 - Palermo,Supermercado,POINT (-58.4403118 -34.5723643)
200,5cbc698b7af152186c0cd207,Express,3,10,INC S.A.,Ciudad De La Paz 353,10-3-364,-34.573878,-58.442051,palermo,AR-C,364,Ciudad de la Paz  353,Autoservicio,POINT (-58.442051 -34.573878)
201,5cbc698b7af152186c0cd208,Express,3,10,INC S.A.,Arregui 6369,10-3-678,-34.628317,-58.524049,versalles,AR-C,678,Arregui 6369,Autoservicio,POINT (-58.524049 -34.628317)
202,5cbc698b7af152186c0cd209,Hipermercado Carrefour,1,10,INC S.A.,Warnes 2707,10-1-26,-34.595836,-58.473941,paternal,AR-C,26,Warnes,Hipermercado,POINT (-58.473941 -34.595836)
203,5cbc698b7af152186c0cd20a,Supermercados DIA,1,15,DIA Argentina S.A,Justo German Bermudez 2058,15-1-5243,-34.6196191,-58.5093585,monte castro,AR-C,5243,5243 - Monte Castro,Autoservicio,POINT (-58.5093585 -34.6196191)
204,5cbc698b7af152186c0cd20b,Supermercados DIA,1,15,DIA Argentina S.A,Cuenca 2462,15-1-5253,-34.6072943,-58.4903978,villa del parque,AR-C,5253,5253 - Villa Del Parque,Autoservicio,POINT (-58.4903978 -34.6072943)
205,5cbc698b7af152186c0cd20c,Supermercados DIA,1,15,DIA Argentina S.A,Av Federico Lacroze 3642,15-1-444,-34.582023,-58.451888,chacarita,AR-C,444,444 - Chacarita,Autoservicio,POINT (-58.451888 -34.582023)
206,5cbc698b7af152186c0cd20d,Express,3,10,INC S.A.,Av. Federico Lacroze 3660,10-3-596,-34.582298,-58.45184,chacarita,AR-C,596,Lacroze 3660,Autoservicio,POINT (-58.45184 -34.582298)
207,5cbc698b7af152186c0cd20e,Supermercados DIA,1,15,DIA Argentina S.A,Ortega Y Gassete Jose 1786,15-1-378,-34.5698385,-58.4322732,palermo,AR-C,378,378 - Palermo,Autoservicio,POINT (-58.4322732 -34.5698385)
208,5cbc698b7af152186c0cd20f,Express,3,10,INC S.A.,Av. Álvarez Thomas 372,10-3-711,-34.58128,-58.44905,chacarita,AR-C,711,Álvarez Thomas 372,Autoservicio,POINT (-58.44905 -34.58128)
209,5cbc698b7af152186c0cd210,Express,3,10,INC S.A.,Ortega Y Gasset 1876,10-3-340,-34.570715,-58.43287,palermo,AR-C,340,Ortega y Gaset 1876,Autoservicio,POINT (-58.43287 -34.570715)
210,5cbc698b7af152186c0cd211,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Lope De Vega 1742,12-1-125,-34.623834,-58.512072,monte castro,AR-C,125,LOPE DE VEGA ,Supermercado,POINT (-58.512072 -34.623834)
211,5cbc698b7af152186c0cd212,Express,3,10,INC S.A.,Av. Álvarez Jonte 4872,10-3-326,-34.620277,-58.506577,monte castro,AR-C,326,Jonte 4872,Autoservicio,POINT (-58.506577 -34.620277)
212,5cbc698b7af152186c0cd213,Supermercados DIA,1,15,DIA Argentina S.A,Av Nazca 2542,15-1-218,-34.6064336,-58.4855976,villa del parque,AR-C,218,218 - Villa Del Parque,Autoservicio,POINT (-58.4855976 -34.6064336)
213,5cbc698b7af152186c0cd214,Express,3,10,INC S.A.,Av. Federico Lacroze 4106,10-3-395,-34.585892,-58.454272,chacarita,AR-C,395,Federico Lacroze 4106,Autoservicio,POINT (-58.454272 -34.585892)
214,5cbc698b7af152186c0cd215,Supermercados DIA,1,15,DIA Argentina S.A,Cl Alvarez Jonte 4471,15-1-42,-34.6178053,-58.5020885,monte castro,AR-C,42,42 - Monte Castro,Autoservicio,POINT (-58.5020885 -34.6178053)
215,5cbc698b7af152186c0cd216,Supermercados DIA,1,15,DIA Argentina S.A,Cl Alvarez Jonte 5240,15-1-20,-34.6235495,-58.5107956,monte castro,AR-C,20,20 - Monte Castro,Autoservicio,POINT (-58.5107956 -34.6235495)
216,5cbc698b7af152186c0cd217,Supermercados DIA,1,15,DIA Argentina S.A,Av Forest 555,15-1-206,-34.5855958,-58.4535529,chacarita,AR-C,206,206 - Chacarita,Autoservicio,POINT (-58.4535529 -34.5855958)
217,5cbc698b7af152186c0cd218,Supermercados DIA,1,15,DIA Argentina S.A,Av Alvarez Jonte 4058,15-1-5196,-34.6153953,-58.4974918,monte castro,AR-C,5196,5196 - Monte Castro,Autoservicio,POINT (-58.4974918 -34.6153953)
218,5cbc698b7af152186c0cd219,Express,3,10,INC S.A.,Av. Cabildo 34,10-3-349,-34.574828,-58.436126,palermo,AR-C,349,Cabildo 34,Autoservicio,POINT (-58.436126 -34.574828)
219,5cbc698b7af152186c0cd21a,Express,3,10,INC S.A.,Álvarez Jonte 3709,10-3-376,-34.613367,-58.493678,villa del parque,AR-C,376,Jonte 3709,Autoservicio,POINT (-58.493678 -34.613367)
220,5cbc698b7af152186c0cd21b,Supermercados DIA,1,15,DIA Argentina S.A,Av Alvarez Jonte 5730,15-1-1538,-34.6278546,-58.5156425,villa luro,AR-C,1538,1538 - Villa Luro,Supermercado,POINT (-58.5156425 -34.6278546)
221,5cbc698b7af152186c0cd21c,Vea,1,9,Jumbo Retail Argentina S.A.,Avenida Cordoba 6103,9-1-700,-34.5836,-58.4486,chacarita,AR-C,700,Córdoba,Hipermercado,POINT (-58.4486 -34.5836)
222,5cbc698b7af152186c0cd21d,Express,3,10,INC S.A.,Av. Dorrego 2145,10-3-699,-34.578078,-58.439338,palermo,AR-C,699,Dorrego 2145,Autoservicio,POINT (-58.439338 -34.578078)
223,5cbc698b7af152186c0cd21e,Express,3,10,INC S.A.,Álvarez Jonte 3079,10-3-677,-34.609409,-58.486038,villa del parque,AR-C,677,Álvarez Jonte 3079,Autoservicio,POINT (-58.486038 -34.609409)
224,5cbc698b7af152186c0cd21f,Supermercados DIA,1,15,DIA Argentina S.A,Cl Emilio Lamarca 1965,15-1-49,-34.6140308,-58.4929315,villa santa rita,AR-C,49,49 - Villa Santa Rita,Autoservicio,POINT (-58.4929315 -34.6140308)
225,5cbc698b7af152186c0cd220,Hipermercado Carrefour,1,10,INC S.A.,Av. Álvarez Jonte 6383,10-1-5,-34.633237,-58.521966,versalles,AR-C,5,Vélez Sarsfield,Hipermercado,POINT (-58.521966 -34.633237)
226,5cbc698b7af152186c0cd221,Supermercados DIA,1,15,DIA Argentina S.A,Av Dorrego 1474,15-1-468,-34.5814348,-58.4429618,palermo,AR-C,468,468 - Colegiales,Autoservicio,POINT (-58.4429618 -34.5814348)
227,5cbc698b7af152186c0cd222,Supermercados DIA,1,15,DIA Argentina S.A,Nazca 2325,15-1-5267,-34.6085744,-58.4836744,villa del parque,AR-C,5267,5267 - Villa Del Parque,Autoservicio,POINT (-58.4836744 -34.6085744)
228,5cbc698b7af152186c0cd223,Supermercados DIA,1,15,DIA Argentina S.A,Cordoba 6075,15-1-502,-34.5838928,-58.445996,chacarita,AR-C,502,502 - Chacarita,Autoservicio,POINT (-58.445996 -34.5838928)
229,5cbc698b7af152186c0cd224,Express,3,10,INC S.A.,Cuzco 135,10-3-553,-34.638023,-58.527606,liniers,AR-C,553,Cuzco 135,Autoservicio,POINT (-58.527606 -34.638023)
230,5cbc698b7af152186c0cd225,Supermercados DIA,1,15,DIA Argentina S.A,Arevalo 1933,15-1-545,-34.579254,-58.438429,palermo,AR-C,545,545 - Palermo,Autoservicio,POINT (-58.438429 -34.579254)
231,5cbc698b7af152186c0cd226,Market,2,10,INC S.A.,Av. Santa Fe 5234,10-2-389,-34.575946,-58.433486,palermo,AR-C,389,Carranza,Supermercado,POINT (-58.433486 -34.575946)
232,5cbc698b7af152186c0cd227,Express,3,10,INC S.A.,Arévalo 1736,10-3-531,-34.580624,-58.44015,palermo,AR-C,531,Arévalo 1736,Autoservicio,POINT (-58.44015 -34.580624)
233,5cbc698b7af152186c0cd228,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Segurola 1701,12-1-90,-34.6204884,-58.4992502,Devoto,AR-C,90,GEORGALOS ,Hipermercado,POINT (-58.4992502 -34.6204884)
234,5cbc698b7af152186c0cd229,Supermercados DIA,1,15,DIA Argentina S.A,Cl Jose Leon Suarez 30,15-1-21,-34.6395755,-58.5276851,liniers,AR-C,21,21 - Liniers,Autoservicio,POINT (-58.5276851 -34.6395755)
235,5cbc698b7af152186c0cd22a,FULL,1,19,Operadora de Estaciones de Servicios S.A.,Avenida Cordoba 5974 Y Dorrego 5974,19-1-00095,-34.58485,-58.44468,chacarita,AR-C,95,DORREGO,Autoservicio,POINT (-58.44468 -34.58485)
236,5cbc698b7af152186c0cd22b,DEHEZA S.A.I.C.F. e I.,1,3,Deheza S.A.I.C.F. e I.,Av. Corrientes 6535,3-1-1132,-34.588729,-58.450443,chacarita,AR-C,1132,JORGE NEWBERY,Autoservicio,POINT (-58.450443 -34.588729)
237,5cbc698b7af152186c0cd22c,Express,3,10,INC S.A.,Juan Agustín García 3202,10-3-686,-34.61257,-58.486073,villa santa rita,AR-C,686,Juan Agustín García 3202,Autoservicio,POINT (-58.486073 -34.61257)
238,5cbc698b7af152186c0cd22d,Supermercados DIA,1,15,DIA Argentina S.A,Av  General Paz 674,15-1-348,-34.64117,-58.528993,liniers,AR-C,348,348 - Liniers,Autoservicio,POINT (-58.528993 -34.64117)
239,5cbc698b7af152186c0cd22e,Supermercados DIA,1,15,DIA Argentina S.A,Av Santa Fe 5222,15-1-300,-34.5766733,-58.4315629,palermo,AR-C,300,300 - Palermo,Autoservicio,POINT (-58.4315629 -34.5766733)
240,5cbc698b7af152186c0cd22f,COTO CICSA,1,12,Coto Centro Integral de Comercialización S.A.,Av. Alvarez Jonte 2502,12-1-153,-34.6073757,-58.477492,villa gral. mitre,AR-C,153,JONTE ,Supermercado,POINT (-58.477492 -34.6073757)
241,5cbc698b7af152186c0cd230,Express,3,10,INC S.A.,Álvarez Jonte 1938,10-3-687,-34.603522,-58.471445,paternal,AR-C,687,Álvarez Jonte 1938,Autoservicio,POINT (-58.471445 -34.603522)
242,5cbc698b7af152186c0cd231,Supermercados DIA,1,15,DIA Argentina S.A,Av Alvarez Jonte 2201,15-1-219,-34.6052957,-58.4740289,paternal,AR-C,219,219 - Villa Del Parque,Autoservicio,POINT (-58.4740289 -34.6052957)
243,5cbc698b7af152186c0cd232,Express,3,10,INC S.A.,Av. Santa Fe 5052,10-3-403,-34.576785,-58.430994,palermo,AR-C,403,Av. Santa Fe 5052,Autoservicio,POINT (-58.430994 -34.576785)
244,5cbc698b7af152186c0cd233,Supermercados DIA,1,15,DIA Argentina S.A,Nazca 2063,15-1-5236,-34.6107613,-58.4818952,villa santa rita,AR-C,5236,5236 - Villa Santa Rita,Autoservicio,POINT (-58.4818952 -34.6107613)
245,5cbc698b7af152186c0cd234,Supermercados DIA,1,15,DIA Argentina S.A,Av San Martin 3172,15-1-473,-34.6020171,-58.4686955,villa gral. mitre,AR-C,473,473 - Villa General Mitre,Autoservicio,POINT (-58.4686955 -34.6020171)
246,5cbc698b7af152186c0cd235,Jumbo,3,9,Jumbo Retail Argentina S.A.,Avenida Bullrich Inte 345,9-3-5206,-34.5745,-58.4272,palermo,AR-C,5206,Jumbo Palermo,Hipermercado,POINT (-58.4272 -34.5745)
247,5cbc698b7af152186c0cd236,Jumbo,3,9,Jumbo Retail Argentina S.A.,Avenida Santa Fe 4950,9-3-5961,-34.5772,-58.43,palermo,AR-C,5961,Jumbo Av. Santa Fé,Supermercado,POINT (-58.43 -34.5772)
248,5cbc698b7af152186c0cd237,Axion Energy,1,23,Pan American Energy LLC Argentina,Av. Gral. Paz 525,23-1-6276,-34.644800000000004,-58.532,Ciudad Autonoma de Buenos Aires,AR-C,6276,Gral Paz Provincia,Autoservicio,POINT (-58.532 -34.6448)
249,5cbc698b7af152186c0cd238,Express,3,10,INC S.A.,Montiel 168,10-3-727,-34.641073,-58.526236,liniers,AR-C,727,Montiel 168,Autoservicio,POINT (-58.526236 -34.641073)
250,5cbc698b7af152186c0cd239,Express,3,10,INC S.A.,Cosquín 78,10-3-595,-34.639899,-58.523585,liniers,AR-C,595,Cosquín 78-80,Autoservicio,POINT (-58.523585 -34.639899)
251,5cbc698b7af152186c0cd23a,Supermercados DIA,1,15,DIA Argentina S.A,Av Cordoba 5799,15-1-424,-34.5861248,-58.442219,palermo,AR-C,424,424 - Palermo,Autoservicio,POINT (-58.442219 -34.5861248)
252,5cbc698b7af152186c0cd23b,Axion Energy,1,23,Pan American Energy LLC Argentina,Av.Cordoba 5653 5653,23-1-6230,-34.5868,-58.4431,chacarita,AR-C,6230,Bonpland,Autoservicio,POINT (-58.4431 -34.5868)
253,5cbc698b7af152186c0cd23c,Express,3,10,INC S.A.,Nazca 1944,10-3-365,-34.612145,-58.480997,villa santa rita,AR-C,365,Nazca 1944,Autoservicio,POINT (-58.480997 -34.612145)
254,5cbc698b7af152186c0cd23d,Supermercados DIA,1,15,DIA Argentina S.A,Av Lope De Vega 1155,15-1-379,-34.6286214,-58.5058549,velez sarsfield,AR-C,379,379 - Velez Sarsfield,Autoservicio,POINT (-58.5058549 -34.6286214)
255,5cbc698b7af152186c0cd23e,Express,3,10,INC S.A.,Fitz Roy 2470,10-3-330,-34.577794,-58.429157,palermo,AR-C,330,Fitz Roy 2470,Autoservicio,POINT (-58.429157 -34.577794)
256,5cbc698b7af152186c0cd23f,Supermercados DIA,1,15,DIA Argentina S.A,Av Dorrego 1034,15-1-478,-34.5893691,-58.4462919,chacarita,AR-C,478,478 - Chacarita,Autoservicio,POINT (-58.4462919 -34.5893691)
257,5cbc698b7af152186c0cd240,Supermercados DIA,1,15,DIA Argentina S.A,Av Segurola 1438,15-1-461,-34.6227658,-58.4965228,velez sarsfield,AR-C,461,461 - Velez Sarsfield,Autoservicio,POINT (-58.4965228 -34.6227658)
258,5cbc698b7af152186c0cd241,Express,3,10,INC S.A.,Segurola 1441,10-3-643,-34.622723,-58.4964,floresta,AR-C,643,Segurola 1441,Autoservicio,POINT (-58.4964 -34.622723)
259,5cbc698b7af152186c0cd242,Supermercados DIA,1,15,DIA Argentina S.A,Juan Francisco Segui 4668,15-1-402,-34.5733048,-58.4220692,palermo,AR-C,402,402 - Palermo,Autoservicio,POINT (-58.4220692 -34.5733048)
260,5cbc698b7af152186c0cd243,Supermercados DIA,1,15,DIA Argentina S.A,Fitz Roy 2292,15-1-395,-34.5795405,-58.4310392,palermo,AR-C,395,395 - Palermo,Autoservicio,POINT (-58.4310392 -34.5795405)
261,5cbc698b7af152186c0cd244,Axion Energy,1,23,Pan American Energy LLC Argentina,Av. Gral. Paz 11200,23-1-6219,-34.6459,-58.5309,Ciudad Autonoma de Buenos Aires,AR-C,6219,Gral Paz Capital,Autoservicio,POINT (-58.5309 -34.6459)
262,5cbc698b7af152186c0cd245,Express,3,10,INC S.A.,Av. Dorrego 851,10-3-547,-34.59142,-58.446921,chacarita,AR-C,547,Dorrego 851,Autoservicio,POINT (-58.446921 -34.59142)
263,5cbc698b7af152186c0cd246,Express,3,10,INC S.A.,Cerviño 4634,10-3-312,-34.575307,-58.422856,palermo,AR-C,312,Cerviño 4634,Autoservicio,POINT (-58.422856 -34.575307)
264,5cbc698b7af152186c0cd247,Supermercados DIA,1,15,DIA Argentina S.A,Av Corrientes 6180,15-1-115,-34.5918835,-58.4474593,chacarita,AR-C,115,115 - Villa Crespo,Autoservicio,POINT (-58.4474593 -34.5918835)
265,5cbc698b7af152186c0cd248,Supermercados DIA,1,15,DIA Argentina S.A,Cuenca 1560,15-1-489,-34.6158804,-58.4833332,villa santa rita,AR-C,489,489 - Villa Santa Rita,Autoservicio,POINT (-58.4833332 -34.6158804)
266,5cbc698b7af152186c0cd249,Express,3,10,INC S.A.,Juan Seguí 4524,10-3-660,-34.574055,-58.420475,palermo,AR-C,660,Juan Seguí 4524,Autoservicio,POINT (-58.420475 -34.574055)
267,5cbc698b7af152186c0cd24a,Supermercados DIA,1,15,DIA Argentina S.A,Cl Av.San Martin 2687,15-1-24,-34.6031233,-58.4637523,paternal,AR-C,24,24 - La Paternal,Autoservicio,POINT (-58.4637523 -34.6031233)
268,5cbc698b7af152186c0cd24b,Express,3,10,INC S.A.,Humboldt 1982,10-3-350,-34.582757,-58.433094,palermo,AR-C,350,Humboldt 1982,Autoservicio,POINT (-58.433094 -34.582757)
269,5cbc698b7af152186c0cd24c,Express,3,10,INC S.A.,Av. Lisandro De Latorre 199,10-3-726,-34.641224,-58.521055,liniers,AR-C,726,Lisandro de Latorre 199,Autoservicio,POINT (-58.521055 -34.641224)
270,5cbc698b7af152186c0cd24d,Supermercados DIA,1,15,DIA Argentina S.A,Humboldt 1574,15-1-453,-34.585471,-58.436601,palermo,AR-C,453,453 - Palermo,Autoservicio,POINT (-58.436601 -34.585471)
271,5cbc698b7af152186c0cd24e,Supermercados DIA,1,15,DIA Argentina S.A,Av Rivadavia 872,15-1-238,-34.6391693,-58.5171009,liniers,AR-C,238,238 - Liniers,Autoservicio,POINT (-58.5171009 -34.6391693)
272,5cbc698b7af152186c0cd24f,Supermercados DIA,1,15,DIA Argentina S.A,El Salvador 5675,15-1-427,-34.582556,-58.4316151,palermo,AR-C,427,427 - Palermo,Autoservicio,POINT (-58.4316151 -34.582556)
273,5cbc698b7af152186c0cd250,Express,3,10,INC S.A.,Godoy Cruz 2793,10-3-328,-34.577797,-58.424332,palermo,AR-C,328,Godoy Cruz  2793,Autoservicio,POINT (-58.424332 -34.577797)
274,5cbc698b7af152186c0cd251,FULL,1,19,Operadora de Estaciones de Servicios S.A.,Avenida J. B. Justo 1215 1215,19-1-03318,-34.58312,-58.4322,palermo,AR-C,3318,NICARAGUA,Autoservicio,POINT (-58.4322 -34.58312)
275,5cbc698b7af152186c0cd252,Supermercados DIA,1,15,DIA Argentina S.A,Av Santa Fe 4607,15-1-437,-34.578647,-58.425507,palermo,AR-C,437,437 - Palermo,Autoservicio,POINT (-58.425507 -34.578647)
276,5cbc698b7af152186c0cd253,Supermercados DIA,1,15,DIA Argentina S.A,Cl Nazca 1663,15-1-50,-34.6147863,-58.4787121,villa santa rita,AR-C,50,50 - Villa Santa Rita,Autoservicio,POINT (-58.4787121 -34.6147863)
277,5cbc698b7af152186c0cd254,Express,3,10,INC S.A.,Fray Justo Sta. María De Oro 2709,10-3-306,-34.577198,-58.422356,palermo,AR-C,306,Fray Justo Santa María de Oro 2709,Autoservicio,POINT (-58.422356 -34.577198)
278,5cbc698b7af152186c0cd255,Supermercados DIA,1,15,DIA Argentina S.A,Cl Segurola 1178,15-1-60,-34.6248959,-58.4938555,velez sarsfield,AR-C,60,60 - Velez Sarsfield,Autoservicio,POINT (-58.4938555 -34.6248959)
279,5cbc698b7af152186c0cd256,Supermercados DIA,1,15,DIA Argentina S.A,Av Santa Fe 4550,15-1-1091,-34.579057,-58.4249155,palermo,AR-C,1091,1091 - Palermo,Supermercado,POINT (-58.4249155 -34.579057)
280,5cbc698b7af152186c0cd257,Supermercados DIA,1,15,DIA Argentina S.A,Av Del Barco Centenera 801,15-1-547,-34.6290237,-58.4994382,velez sarsfield,AR-C,547,547 - Parque Chacabuco,Autoservicio,POINT (-58.4994382 -34.6290237)
281,5cbc698b7af152186c0cd258,Express,3,10,INC S.A.,Av. Corrientes 5980,10-3-397,-34.593559,-58.445668,villa crespo,AR-C,397,Corrientes 5980,Autoservicio,POINT (-58.445668 -34.593559)
282,5cbc698b7af152186c0cd259,Express,3,10,INC S.A.,Av. Santa Fe 4489,10-3-394,-34.579302,-58.424094,palermo,AR-C,394,Santa Fe 4489-91,Autoservicio,POINT (-58.424094 -34.579302)
283,5cbc698b7af152186c0cd25a,Supermercados DIA,1,15,DIA Argentina S.A,Av Donato Alvarez 1887,15-1-5232,-34.6056819,-58.4634946,villa gral. mitre,AR-C,5232,5232 - Villa General Mitre,Autoservicio,POINT (-58.4634946 -34.6056819)
284,5cbc698b7af152186c0cd25b,Axion Energy,1,23,Pan American Energy LLC Argentina,J. B. Justo 8005,23-1-6225,-34.6322,-58.5033,villa luro,AR-C,6225,Villa Luro,Autoservicio,POINT (-58.5033 -34.6322)
285,5cbc698b7af152186c0cd25c,Express,3,10,INC S.A.,Av. San Martín 2289,10-3-396,-34.604107,-58.459865,paternal,AR-C,396,San Martín 2289,Autoservicio,POINT (-58.459865 -34.604107)
